,LEVEL2,LEVEL1,ALTERNATIVE,STATUS,STATUS NOTE,ITEMID,MIMIC LABEL,UNITNAME,LINKSTO,COUNT,CATEGORY,CONCEPTID,FLUID,LOINC_CODE,DBSOURCE,Unnamed: 15,PARAM_TYPE,NOTE
10935,,,,,,80249,FEW BLASTOCYSTIS HOMINIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10936,,,,,,80250,MODERATE BLASTOCYSTIS HOMINIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10937,,,,,,80251,MANY BLASTOCYSTIS HOMINIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10938,,,,,,80252,ALCALIGENES XYLOSOXIDANS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10939,,,,,,80253,"YEAST, PRESUMPTIVELY NOT C. ALBICANS",,microbiologyevents,0,ORGANISM,,,,hospital,,,
10940,,,,,,80254,"CANDIDA ALBICANS, PRESUMPTIVE IDENTIFICATION",,microbiologyevents,0,ORGANISM,,,,hospital,,,
10941,,,,,,80255,"STAPHYLOCOCCUS SAPROPHYTICUS, PRESUMPTIVE IDENTIFICATION",,microbiologyevents,0,ORGANISM,,,,hospital,,,
10942,,,,,,80256,HAEMOPHILUS SPECIES NOT INFLUENZAE,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10943,,,,,,80257,POSITIVE FOR INFLUENZA B VIRAL ANTIGEN,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10944,,,,,,80258,MICROSPORIDIUM SPECIES SEEN,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10945,,,,,,80259,POSITIVE FOR M. TUBERCULOSIS BY MTD,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10946,,,,,,80260,POSITIVE FOR PNEUMOCYSTIS CARINII,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10947,,,,,,80261,POSITIVE FOR UREAPLASMA UREALYTICUM,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10948,,,,,,80262,"STAPHYLOCOCCUS, COAGULASE NEGATIVE, PRESUMPTIVELY NOT S. SAPROPHYTICUS",,microbiologyevents,0,ORGANISM,,,,hospital,,,
10949,,,,,,80263,ORGANISM,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10950,,,,,,80264,ACTINOMYCETE,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10951,,,,,,80265,2ND ISOLATE,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10952,,,,,,80266,PANTOEA (ENTEROBACTER) AGGLOMERANS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10953,,,,,,80267,CRYPTOSPORIDIUM PARVUM OOCYSTS SEEN,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10954,,,,,,80268,PITHOMYCES SP.,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10955,,,,,,80269,CANDIDA DUBLIENSIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10956,,,,,,80270,CANDIDA DUBLINIENSIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10957,,,,,,80271,STREPTOCOCCUS ORALIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10958,,,,,,80272,STREPTOCOCCUS VESTIBULARIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10959,,,,,,80273,"MORAXELLA CATARRHALIS, PRESUMPTIVE IDENTIFICATION",,microbiologyevents,0,ORGANISM,,,,hospital,,,
10960,,,,,,80274,NO GROWTH,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10961,,,,,,80275,TRICHOSPORON ASAHII,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10962,,,,,,80276,RALSTONIA PICKETTII,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10963,,,,,,80277,CDC GROUP IIB,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10964,,,,,,80278,DEMATIACEOUS MOLD,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10965,,,,,,80279,STREPTOCOCCUS MILLERI GROUP,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10966,,,,,,80280,VIRIDANS STREPTOCOCCI,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10967,,,,,,80281,BACILLUS SPECIES; NOT ANTHRACIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10968,,,,,,80282,FONSECAEA PEDROSOI,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10969,,,,,,80283,ZYGOMYCETES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10970,,,,,,80284,ACHROMOBACTER (ALCALIGENES) XYLOSOXIDANS SS DENTRIFICANS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10971,,,,,,80285,CANDIDA KEFYR,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10972,,,,,,80286,GORDONIA SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10973,,,,,,80287,GEOTRICHUM CAPITATUM,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10974,,,,,,80288,CANDIDA KRUSEI / CANDIDA INCONSPICUA,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10975,,,,,,80289,MORAXELLA CATARRHALIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10976,,,,,,80290,SHEWANELLA SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10977,,,,,,80291,BASIDIOMYCETE,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10978,,,,,,80292,"NEISSERIA SPECIES, NOT GONORRHOEAE",,microbiologyevents,0,ORGANISM,,,,hospital,,,
10979,,,,,,80293,POSITIVE FOR METHICILLIN RESISTANT STAPH AUREUS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10980,,,,,,80294,BURKHOLDERIA CEPACIA GROUP,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10981,,,,,,80295,PRESUMPTIVE GARDNERELLA VAGINALIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10982,,,,,,80296,ENTEROCOCCUS MUNDTII,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10983,,,,,,80297,ASPERGILLUS USTUS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10984,,,,,,80298,GEMELLA SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10985,,,,,,80299,MYCOPLASMA HOMINIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10986,,,,,,80300,POSITIVE FOR PNEUMOCYSTIS JIROVECII (CARINII),,microbiologyevents,0,ORGANISM,,,,hospital,,,
10987,,,,,,80301,CHRYSEOBACTERIUM MENINGOSEPTICUM,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10988,,,,,,80302,PANTOEA SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10989,,,,,,80303,ABIOTROPHIA/GRANULICATELLA SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10990,,,,,,80304,ACINETOBACTER BAUMANNII COMPLEX,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10991,,,,,,80305,PSEUDOMONAS LUTEOLA,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10992,,,,,,80306,MICROCOCCUS/STOMATOCOCCUS SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10993,,,,,,80307,LEPTOTRICHIA TREVISANII,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10994,,,,,,80308,POSITIVE FOR CYTOMEGALOVIRUS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10995,,,,,,80309,POSITIVE FOR VARICELLA ZOSTER,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10996,,,,,,80310,POSITIVE FOR HERPES SIMPLEX TYPE 1 (HSV1),,microbiologyevents,0,ORGANISM,,,,hospital,,,
10997,,,,,,80311,POSITIVE FOR HERPES SIMPLEX TYPE 2 (HSV2),,microbiologyevents,0,ORGANISM,,,,hospital,,,
10998,,,,,,80312,PSEUDOMONAS PUTIDA/FLUORESCENS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10999,,,,,,90001,,,microbiologyevents,0,ANTIBACTERIUM,,,,hospital,,,
11000,,,,,,90002,PENICILLIN,,microbiologyevents,0,ANTIBACTERIUM,,,,hospital,,,
11001,,,,,,90003,PENICILLIN G,,microbiologyevents,0,ANTIBACTERIUM,,,,hospital,,,
11002,,,,,,90004,AMPICILLIN,,microbiologyevents,0,ANTIBACTERIUM,,,,hospital,,,
11003,,,,,,90005,CEFAZOLIN,,microbiologyevents,0,ANTIBACTERIUM,,,,hospital,,,
11004,,,,,,90006,ERYTHROMYCIN,,microbiologyevents,0,ANTIBACTERIUM,,,,hospital,,,
11005,,,,,,90007,CLINDAMYCIN,,microbiologyevents,0,ANTIBACTERIUM,,,,hospital,,,
11006,,,,,,90008,TRIMETHOPRIM/SULFA,,microbiologyevents,0,ANTIBACTERIUM,,,,hospital,,,
11007,,,,,,90009,CHLORAMPHENICOL,,microbiologyevents,0,ANTIBACTERIUM,,,,hospital,,,
11008,,,,,,90010,NITROFURANTOIN,,microbiologyevents,0,ANTIBACTERIUM,,,,hospital,,,
11009,,,,,,90011,TETRACYCLINE,,microbiologyevents,0,ANTIBACTERIUM,,,,hospital,,,
11010,,,,,,90012,GENTAMICIN,,microbiologyevents,0,ANTIBACTERIUM,,,,hospital,,,
11011,,,,,,90013,TOBRAMYCIN,,microbiologyevents,0,ANTIBACTERIUM,,,,hospital,,,
11012,,,,,,90014,AMIKACIN,,microbiologyevents,0,ANTIBACTERIUM,,,,hospital,,,
11013,,,,,,90015,VANCOMYCIN,,microbiologyevents,0,ANTIBACTERIUM,,,,hospital,,,
11014,,,,,,90016,OXACILLIN,,microbiologyevents,0,ANTIBACTERIUM,,,,hospital,,,
11015,,,,,,90017,CEFTAZIDIME,,microbiologyevents,0,ANTIBACTERIUM,,,,hospital,,,
11016,,,,,,90018,CEFTRIAXONE,,microbiologyevents,0,ANTIBACTERIUM,,,,hospital,,,
11017,,,,,,90019,CIPROFLOXACIN,,microbiologyevents,0,ANTIBACTERIUM,,,,hospital,,,
11018,,,,,,90020,IMIPENEM,,microbiologyevents,0,ANTIBACTERIUM,,,,hospital,,,
11019,,,,,,90021,PIPERACILLIN,,microbiologyevents,0,ANTIBACTERIUM,,,,hospital,,,
11020,,,,,,90022,AMPICILLIN/SULBACTAM,,microbiologyevents,0,ANTIBACTERIUM,,,,hospital,,,
11021,,,,,,90023,CEFUROXIME,,microbiologyevents,0,ANTIBACTERIUM,,,,hospital,,,
11022,,,,,,90024,CEFPODOXIME,,microbiologyevents,0,ANTIBACTERIUM,,,,hospital,,,
11023,,,,,,90025,LEVOFLOXACIN,,microbiologyevents,0,ANTIBACTERIUM,,,,hospital,,,
11024,,,,,,90026,PIPERACILLIN/TAZO,,microbiologyevents,0,ANTIBACTERIUM,,,,hospital,,,
11025,,,,,,90027,RIFAMPIN,,microbiologyevents,0,ANTIBACTERIUM,,,,hospital,,,
11026,,,,,,90028,CEFEPIME,,microbiologyevents,0,ANTIBACTERIUM,,,,hospital,,,
11027,,,,,,90029,MEROPENEM,,microbiologyevents,0,ANTIBACTERIUM,,,,hospital,,,
11028,,,,,,90030,DAPTOMYCIN,,microbiologyevents,0,ANTIBACTERIUM,,,,hospital,,,
11029,,,,,,90031,LINEZOLID,,microbiologyevents,0,ANTIBACTERIUM,,,,hospital,,,
11030,,,ICU Admission date,,,220003,ICU Admission date,,datetimeevents,0,ADT,,,,metavision,,Date time,
11031,,,LAP,,,220069,Left Artrial Pressure,mmHg,chartevents,0,Hemodynamics,,,,metavision,,Numeric,
11032,,,Intra Aortic Ballon Pump Setting,,,220120,Intra Aortic Ballon Pump Setting,,,0,IABP,,,,metavision,,Text,
11033,,,VC,,,220218,Vital Capacity,Liters,chartevents,0,Respiratory,,,,metavision,,Numeric,
11034,,,ZFibrinogen,,,220541,ZFibrinogen,None,chartevents,0,Labs,,,,metavision,,Numeric,
11035,,,ZPT,,,220560,ZProthrombin time,None,chartevents,0,Labs,,,,metavision,,Numeric,
11036,,,ZINR,,,220561,ZINR,None,chartevents,0,Labs,,,,metavision,,Numeric,
11037,,,ZPTT,,,220562,ZPTT,None,chartevents,0,Labs,,,,metavision,,Numeric,
11038,,,ZAlbumin,,,220574,ZAlbumin,None,chartevents,0,Labs,,,,metavision,,Numeric,
11039,,,ZCortisol,,,220611,ZCortisol,None,chartevents,0,Labs,,,,metavision,,Numeric,
11040,,,ZC Reaction Protein (CRP),,,220612,ZC Reactive Protein (CRP),None,chartevents,0,Labs,,,,metavision,,Numeric,
11041,,,ZPotassium (serum),,,220640,ZPotassium (serum),None,chartevents,0,Labs,,,,metavision,,Numeric,
11042,,,ZSpecific gravity (urine),,,220799,ZSpecific Gravity (urine),None,chartevents,0,Labs,,,,metavision,,Numeric,
11043,,,Albumin 20%,,,220861,Albumin (Human) 20%,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11044,,,Albumin 25%,,,220862,Albumin 25%,mL,inputevents_mv,0,Blood Products/Colloids,,,,metavision,,Solution,
11045,,,Albumin 4%,,,220863,Albumin (Human) 4%,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11046,,,Albumin 5%,,,220864,Albumin 5%,mL,inputevents_mv,0,Blood Products/Colloids,,,,metavision,,Solution,
11047,,,Aquadest,,,220865,Aquadestila,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11048,,,Darrow,,,220866,Darrow,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11049,,,Dextrose 5%,,,220949,Dextrose 5%,mL,inputevents_mv,0,Fluids/Intake,,,,metavision,,Solution,
11050,,,Dextrose 10%,,,220950,Dextrose 10%,mL,inputevents_mv,0,Fluids/Intake,,,,metavision,,Solution,
11051,,,Dextrose 20.%,,,220951,Dextrose 20.%,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11052,,,Dextrose 50%,,,220952,Dextrose 50%,mL,inputevents_mv,0,Fluids/Intake,,,,metavision,,Solution,
11053,,,Ringers,,,220953,Ringers,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11054,,,"Saline 0,9%",,,220954,"Saline 0,9%",mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11055,,,Ringers Lactate,,,220955,Ringers Lactate,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11056,,,Ringers Acetate,,,220956,Ringers Acetate,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11057,,,"Saline 0,255%",,,220958,"Saline 0,255%",mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11058,,,"Saline 0,3%",,,220959,"Saline 0,3%",mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11059,,,"Saline 0,45%",,,220960,"Saline 0,45%",mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11060,,,"Saline 0,65%",,,220961,"Saline 0,65%",mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11061,,,Saline 3%,,,220962,Saline 3%,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11062,,,"Dextrose 4,3% / Saline 0,18%",,,220963,"Dextrose 4,3% / Saline 0,18%",mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11063,,,"Dextrose 5% / Saline 0,9%",,,220964,"Dextrose 5% / Saline 0,9%",mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11064,,,"Dextrose 5% / Saline 0,45%",,,220965,"Dextrose 5% / Saline 0,45%",mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11065,,,"Dextrose 2,5% / Saline 0,45%",,,220966,"Dextrose 2,5% / Saline 0,45%",mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11066,,,Dextrose 5% / Ringers Lactate,,,220967,Dextrose 5% / Ringers Lactate,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11067,,,Dextrose 10% / Ringers Lactate,,,220968,Dextrose 10% / Ringers Lactate,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11068,,,Filtered erytrocytes,,,220969,Filtered erytrocytes,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11069,,,FFP,,,220970,Fresh Frozen Plasma,mL,inputevents_mv,0,Blood Products/Colloids,,,,metavision,,Solution,
11070,,,ESDEP,,,220971,ESDEP (Solvent / Detergent Virus-Inactivated Plasma),mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11071,,,Octoplas,,,220972,Octoplas,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11072,,,Gelofusine,,,220973,Gelofusine,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11073,,,Pentastarch 6%,,,220975,"Pentastarch 6% (HAES, Hemohes)",mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11074,,,Pentastarch 10%,,,220977,"Pentastarch 10% (HAES, Hemohes)",mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11075,,,"Hetastarch 6% (Saline 0,9%)",,,220979,"Hetastarch 6% (Saline 0,9%)",mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11076,,,Hextend (Hetastarch 6% in Lactate),,,220980,Hextend (Hetastarch 6% in Lactate),mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11077,,,Intralipid 10%,,,220984,Intralipid 10%,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11078,,,Intralipid 20%,,,220985,Intralipid 20%,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11079,,,Intralipid 30%,,,220986,Intralipid 30%,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11080,,,Mannitol 5%,,,220988,Mannitol 5%,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11081,,,Mannitol 10%,,,220989,Mannitol 10%,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11082,,,Mannitol 15%,,,220990,Mannitol 15%,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11083,,,Mannitol 20%,,,220991,Mannitol 20%,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11084,,,Mannitol 25%,,,220992,Mannitol 25%,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11085,,,Sodium Bicarbonate 8.4%,,,220995,Sodium Bicarbonate 8.4%,mEq,inputevents_mv,0,Medications,,,,metavision,,Solution,
11086,,,PRC,,,220996,Packed Red Cells,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11087,,,Dextran 40 / Dextrose 5%,,,221000,Dextran 40 / Dextrose 5% (Gentran - Rheomacrodex),mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11088,,,"Dextran 40 / Saline 0,9%",,,221001,"Dextran 40 / Saline 0,9% (Gentran - Rheomacrodex)",mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11089,,,Dextran 70 / Dextrose 5%,,,221002,Dextran 70 / Dextrose 5% (Gentran - Macrodex - RescueFlow),mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11090,,,"Dextran 70 / Saline 0,9%",,,221003,"Dextran 70 / Saline 0,9% (Gentran - Macrodex - RescueFlow)",mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11091,,,Thrombocyte suspension,,,221004,Thrombocyte suspension,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11092,,,Vamin 14-,,,221005,Vamin 14 Electrolyte free,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11093,,,Vamin 18-,,,221006,Vamin 18 Electrolyte free,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11094,,,Vamin 14+,,,221007,Vamin 14 Plus electrolytes,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11095,,,Vamin Novum 18,,,221008,Vamin Novum 18,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11096,,,Vivonex T.E.N.,,,221009,Vivinox T.E.N.,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11097,,,Vivonex Plus,,,221011,Vivonex Plus,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11098,,,Vivonex Pediatric,,,221012,Vivonex Pediatric,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11099,,,Whole Blood,,,221013,Whole Blood,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11100,,,Dextrose 19%,,,221014,Dextrose 19%,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11101,,,Ensure,,,221015,Ensure,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11102,,,Ensure Plus,,,221016,Ensure Plus,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11103,,,"Dextrose 2,5%",,,221017,"Dextrose 2,5%",mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11104,,,Nutrison Standard,,,221018,Nutrison Standard,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11105,,,Nutrison concentrated,,,221020,Nutrison concentrated,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11106,,,Nutrison Energy,,,221021,Nutrison Energy,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11107,,,Nutrison Energy Multi Fibre,,,221022,Nutrison Energy Multi Fibre,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11108,,,Nutrison Multi Fibre,,,221024,Nutrison Multi Fibre,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11109,,,Pediasure,,,221025,Pediasure,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11110,,,Pulmocare,,,221027,Pulmocare,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11111,,,Stresson,,,221028,Stresson,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11112,,,Osmolite,,,221029,Osmolite,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11113,,,Nutren Renal (Full),,,221036,Nutren Renal (Full),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,
11114,,,Jevity 1.2,,,221037,Jevity 1.2,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11115,,,Jevity,,,221038,Jevity,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11116,,,Auto transfusion,,,221193,Auto transfusion,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11117,,,"Hexastarch 6%  / Saline 0,9%",,,221195,"Hexastarch 6% (Elohaes) / Saline 0,9%",mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11118,,,Fresubin Original,,,221196,Fresubin Original,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11119,,,Fresubin Original Fibre,,,221197,Fresubin Original Fibre,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11120,,,Fresubin Energy,,,221198,Fresubin Energy,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11121,,,Fresubin Energy Fibre,,,221199,Fresubin Energy Fibre,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11122,,,Fibrini,,,221200,Fibrini,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11123,,,Fibrini Energy,,,221201,Fibrini Energy,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11124,,,Infatrini,,,221202,Infatrini,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11125,,,Nutrini,,,221203,Nutrini,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11126,,,Tentrini,,,221204,Tentrini,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11127,,,Nutrison pre,,,221205,Nutrison pre,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11128,,,Novasource,,,221206,Novasource,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11129,,,Impact (Full),,,221207,Impact (Full),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,
11130,,,Normosol,,,221208,Normosol,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11131,,,Peptisorb,,,221209,Peptisorb,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11132,,,Suplena,,,221210,Suplena,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11133,,,"NaBic 1,4%",,,221211,"Sodium Bicarbonate 1,4%",mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11134,,,"Saline 0,18%",,,221212,"Saline 0,18%",mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11135,,,Saline 30%,,,221213,Saline 30%,mL,inputevents_mv,0,Fluids - Other (Not In Use),,,,metavision,,Solution,
11136,,,CT scan,,,221214,CT scan,None,procedureevents_mv,0,5-Imaging,,,,metavision,,Process,
11137,,,X-ray,,,221216,X-ray,None,procedureevents_mv,0,5-Imaging,,,,metavision,,Process,
11138,,,Ultrasound,,,221217,Ultrasound,None,procedureevents_mv,0,5-Imaging,,,,metavision,,Process,
11139,,,Venogram,,,221219,Venogram,None,procedureevents_mv,0,5-Imaging,,,,metavision,,Process,
11140,,,EEG,,,221223,EEG,None,procedureevents_mv,0,4-Procedures,,,,metavision,,Process,
11141,,,TEE,,,221255,Trans Esophageal Echo,None,procedureevents_mv,0,5-Imaging,,,,metavision,,Process,
11142,,,Abciximab (Reopro),,,221261,Abciximab (Reopro),mg,inputevents_mv,0,Medications,,,,metavision,,Solution,
11143,,,Adenosine,,,221282,Adenosine,mg,inputevents_mv,0,Medications,,,,metavision,,Solution,
11144,,,Epinephrine,,,221289,Epinephrine,mg,inputevents_mv,0,Medications,,,,metavision,,Solution,
11145,,,Alteplase (TPA),,,221319,Alteplase (TPA),mg,inputevents_mv,0,Medications,,,,metavision,,Solution,
11146,,,Aminophylline,,,221342,Aminophylline,mg,inputevents_mv,0,Medications,,,,metavision,,Solution,
11147,,,Amiodarone,,,221347,Amiodarone,mg,inputevents_mv,0,Medications,,,,metavision,,Solution,
11148,,,Lorazepam (Ativan),,,221385,Lorazepam (Ativan),mg,inputevents_mv,0,Medications,,,,metavision,,Solution,
11149,,,Atropine,,,221393,Atropine,mg,inputevents_mv,0,Medications,,,,metavision,,Solution,
11150,,,Esmolol,,,221429,Esmolol,mg,inputevents_mv,0,Medications,,,,metavision,,Solution,
11151,,,Calcium Gluconate,,,221456,Calcium Gluconate,grams,inputevents_mv,0,Medications,,,,metavision,,Solution,
